"","region","year","expenditure","exp_schooling","mean_schooling","life_exp_birth","hdi"
"1968","Ciamis",2019,9557,13.79,7.69,71.57,70.39
"1969","Ciamis",2020,9288,14.06,7.7,71.83,70.49
"1970","Kuningan",2010,8205,10.84,6.58,72.04,64.4
"1971","Kuningan",2011,8231,11,6.87,72.1,65.04
"1972","Kuningan",2012,8248,11.4,6.93,72.15,65.6
"1973","Kuningan",2013,8348,11.7,6.98,72.21,66.16
"1974","Kuningan",2014,8393,12.01,7.04,72.24,66.63
"1975","Kuningan",2015,8516,12.03,7.2,72.64,67.19
"1976","Kuningan",2016,8580,12.04,7.34,72.76,67.51
"1977","Kuningan",2017,8736,12.06,7.35,72.88,67.78
"1978","Kuningan",2018,9297,12.07,7.36,73.11,68.55
"1979","Kuningan",2019,9673,12.1,7.38,73.35,69.12
"1980","Kuningan",2020,9459,12.22,7.57,73.59,69.38
"1981","Cirebon",2010,8866,10.66,5.92,71.09,63.64
"1982","Cirebon",2011,8890,11,5.97,71.15,64.17
"1983","Cirebon",2012,8905,11.17,6.03,71.2,64.48
"1984","Cirebon",2013,9002,11.48,6.08,71.25,65.06
"1985","Cirebon",2014,9013,11.6,6.31,71.28,65.53
"1986","Cirebon",2015,9261,11.79,6.32,71.38,66.07
"1987","Cirebon",2016,9463,12.03,6.41,71.43,66.7
"1988","Cirebon",2017,9650,12.21,6.61,71.49,67.39
"1989","Cirebon",2018,10212,12.22,6.62,71.66,68.05
"1990","Cirebon",2019,10670,12.24,6.71,71.82,68.69
"1991","Cirebon",2020,10342,12.25,6.92,71.99,68.75
"1992","Majalengka",2010,7918,11,6.35,68.22,62.3
"1993","Majalengka",2011,7987,11.08,6.46,68.35,62.67
"1994","Majalengka",2012,8049,11.22,6.59,68.48,63.13
"1995","Majalengka",2013,8194,11.38,6.72,68.6,63.71
"1996","Majalengka",2014,8233,11.61,6.75,68.66,64.07
"1997","Majalengka",2015,8477,11.74,6.8,69.06,64.75
"1998","Majalengka",2016,8594,11.89,6.89,69.22,65.25
"1999","Majalengka",2017,8833,12.18,6.9,69.39,65.92
"2000","Majalengka",2018,9416,12.19,6.91,69.68,66.72
"2001","Majalengka",2019,9822,12.21,7.09,69.97,67.52
"2002","Majalengka",2020,9521,12.22,7.27,70.27,67.59
"2003","Sumedang",2010,8598,10.9,7.51,71.68,66.04
"2004","Sumedang",2011,8653,10.93,7.51,71.74,66.16
"2005","Sumedang",2012,8699,11.95,7.51,71.8,67.36
"2006","Sumedang",2013,8828,12.83,7.51,71.86,68.47
"2007","Sumedang",2014,8844,12.89,7.66,71.89,68.76
"2008","Sumedang",2015,9279,12.9,7.66,71.91,69.29
"2009","Sumedang",2016,9339,12.91,7.72,71.96,69.45
"2010","Sumedang",2017,9569,12.93,7.98,72,70.07
"2011","Sumedang",2018,10153,12.94,8.17,72.14,70.99
"2012","Sumedang",2019,10406,12.96,8.27,72.29,71.46
"2013","Sumedang",2020,10217,12.97,8.51,72.43,71.64
"2014","Indramayu",2010,8299,10.45,4.93,69.99,60.86
"2015","Indramayu",2011,8356,10.87,4.93,70.08,61.47
"2016","Indramayu",2012,8404,11.11,5.09,70.17,62.09
"2017","Indramayu",2013,8644,11.36,5.29,70.25,62.98
"2018","Indramayu",2014,8668,11.62,5.45,70.29,63.55
"2019","Indramayu",2015,8769,12.09,5.46,70.59,64.36
"2020","Indramayu",2016,8866,12.2,5.56,70.72,64.78
"2021","Indramayu",2017,9014,12.21,5.97,70.86,65.58
"2022","Indramayu",2018,9633,12.22,5.98,71.11,66.36
"2023","Indramayu",2019,10090,12.24,5.99,71.37,66.97
"2024","Indramayu",2020,9859,12.25,6.3,71.63,67.29
"2025","Subang",2010,8973,10.59,5.84,71.04,63.54
"2026","Subang",2011,9048,10.87,6.01,71.09,64.21
"2027","Subang",2012,9115,11.15,6.17,71.14,64.86
"2028","Subang",2013,9266,11.38,6.29,71.19,65.48
"2029","Subang",2014,9287,11.44,6.44,71.22,65.8
"2030","Subang",2015,9831,11.46,6.45,71.52,66.52
"2031","Subang",2016,10012,11.66,6.58,71.61,67.14
"2032","Subang",2017,10206,11.67,6.83,71.71,67.73
"2033","Subang",2018,10715,11.68,6.84,71.92,68.31
"2034","Subang",2019,11012,11.69,6.85,72.13,68.69
"2035","Subang",2020,10790,11.7,7.1,72.35,68.95
"2036","Purwakarta",2010,9684,10.16,7.01,69.87,64.93
"2037","Purwakarta",2011,10111,10.26,7.04,69.9,65.51
"2038","Purwakarta",2012,10333,10.71,7.07,69.93,66.3
"2039","Purwakarta",2013,10492,11.22,7.11,69.95,67.09
"2040","Purwakarta",2014,10521,11.33,7.17,69.96,67.32
"2041","Purwakarta",2015,10550,11.44,7.35,70.26,67.84
"2042","Purwakarta",2016,10732,11.82,7.42,70.34,68.56
"2043","Purwakarta",2017,10941,11.89,7.74,70.42,69.28
"2044","Purwakarta",2018,11372,12.09,7.75,70.61,69.98
"2045","Purwakarta",2019,11819,12.1,7.92,70.8,70.67
"2046","Purwakarta",2020,11614,12.11,8.09,70.99,70.82
"2047","Karawang",2010,9441,10.76,5.99,71.35,64.58
"2048","Karawang",2011,9525,10.92,6.23,71.38,65.21
"2049","Karawang",2012,9671,11.08,6.52,71.41,65.97
"2050","Karawang",2013,9755,11.31,6.73,71.44,66.61
"2051","Karawang",2014,9768,11.64,6.78,71.45,67.08
"2052","Karawang",2015,10217,11.69,6.81,71.55,67.66
"2053","Karawang",2016,10379,11.85,6.94,71.6,68.19
"2054","Karawang",2017,10703,11.96,7.34,71.64,69.17
"2055","Karawang",2018,11277,12.07,7.35,71.81,69.89
"2056","Karawang",2019,11856,12.08,7.65,71.98,70.86
"2057","Karawang",2020,11315,12.09,7.77,72.15,70.66
"2058","Bekasi",2010,9881,10.54,7.51,72.93,67.58
"2059","Bekasi",2011,9946,10.84,7.98,73,68.66
"2060","Bekasi",2012,10040,11.05,8.25,73.07,69.38
"2061","Bekasi",2013,10207,11.42,8.34,73.13,70.09
"2062","Bekasi",2014,10232,11.73,8.38,73.16,70.51
"2063","Bekasi",2015,10323,11.93,8.66,73.18,71.19
"2064","Bekasi",2016,10435,12.23,8.81,73.24,71.83
"2065","Bekasi",2017,10790,12.63,8.82,73.3,72.63
"2066","Bekasi",2018,11155,13.05,8.84,73.43,73.49
"2067","Bekasi",2019,11610,13.08,8.84,73.56,73.99
"2068","Bekasi",2020,11241,13.09,9.12,73.68,74.07
"2069","Bandung Barat",2010,6702,9.68,7.03,71.5,61.34
"2070","Bandung Barat",2011,6788,10.09,7.33,71.53,62.36
"2071","Bandung Barat",2012,6976,10.53,7.36,71.55,63.17
"2072","Bandung Barat",2013,7112,11,7.39,71.56,63.93
"2073","Bandung Barat",2014,7188,11.06,7.51,71.56,64.27
"2074","Bandung Barat",2015,7522,11.39,7.53,71.76,65.23
"2075","Bandung Barat",2016,7698,11.56,7.63,71.82,65.81
"2076","Bandung Barat",2017,8002,11.79,7.74,71.87,66.63
"2077","Bandung Barat",2018,8329,11.83,7.97,72.03,67.46
"2078","Bandung Barat",2019,8684,11.86,8.18,72.18,68.27
"2079","Bandung Barat",2020,8455,11.87,8.19,72.34,68.08
"2080","Pangandaran",2010,NA,NA,NA,69.46,NA
"2081","Pangandaran",2011,NA,NA,NA,69.58,NA
"2082","Pangandaran",2012,NA,NA,NA,69.69,NA
"2083","Pangandaran",2013,8200,11.48,7.01,69.79,64.73
"2084","Pangandaran",2014,8232,11.89,7.05,69.84,65.29
"2085","Pangandaran",2015,8265,11.99,7.06,70.24,65.62
"2086","Pangandaran",2016,8312,12.02,7.07,70.4,65.79
"2087","Pangandaran",2017,8588,12.03,7.37,70.56,66.6
"2088","Pangandaran",2018,8968,12.04,7.58,70.84,67.44
"2089","Pangandaran",2019,9423,12.06,7.67,71.12,68.21
"2090","Pangandaran",2020,9084,12.07,7.74,71.4,68.06
"2091","Kota Bogor",2010,10148,11.72,9.25,72.54,71.25
"2092","Kota Bogor",2011,10265,11.85,9.43,72.55,71.72
"2093","Kota Bogor",2012,10440,11.98,9.6,72.56,72.25
"2094","Kota Bogor",2013,10488,12.1,9.96,72.57,72.86
"2095","Kota Bogor",2014,10532,12.23,10.01,72.58,73.1
"2096","Kota Bogor",2015,10576,12.36,10.2,72.88,73.65
"2097","Kota Bogor",2016,10662,13.01,10.28,72.95,74.5
"2098","Kota Bogor",2017,10940,13.37,10.29,73.01,75.16
"2099","Kota Bogor",2018,11348,13.38,10.3,73.21,75.66
"2100","Kota Bogor",2019,11825,13.4,10.32,73.41,76.23
"2101","Kota Bogor",2020,11564,13.41,10.33,73.61,76.11
"2102","Kota Sukabumi",2010,9294,11.55,7.82,71.65,67.94
"2103","Kota Sukabumi",2011,9411,11.68,8.16,71.69,68.67
"2104","Kota Sukabumi",2012,9467,12.19,8.52,71.72,69.74
"2105","Kota Sukabumi",2013,9609,13.08,8.52,71.75,70.81
"2106","Kota Sukabumi",2014,9641,13.18,8.7,71.76,71.19
"2107","Kota Sukabumi",2015,9729,13.24,9.08,71.86,71.84
"2108","Kota Sukabumi",2016,9819,13.38,9.28,71.9,72.33
"2109","Kota Sukabumi",2017,10188,13.39,9.52,71.95,73.03
"2110","Kota Sukabumi",2018,10609,13.4,9.53,72.11,73.55
"2111","Kota Sukabumi",2019,11204,13.46,9.58,72.26,74.31
"2112","Kota Sukabumi",2020,10999,13.47,9.59,72.42,74.21
"2113","Kota Bandung",2010,14629,12.41,10.32,73.72,77.49
"2114","Kota Bandung",2011,14700,12.97,10.33,73.74,78.13
"2115","Kota Bandung",2012,14763,13.05,10.35,73.77,78.3
"2116","Kota Bandung",2013,14957,13.13,10.37,73.79,78.55
"2117","Kota Bandung",2014,15048,13.33,10.51,73.8,78.98
"2118","Kota Bandung",2015,15609,13.63,10.52,73.82,79.67
"2119","Kota Bandung",2016,15805,13.89,10.58,73.84,80.13
"2120","Kota Bandung",2017,16033,13.9,10.59,73.86,80.31
"2121","Kota Bandung",2018,16630,14.18,10.63,74,81.06
"2122","Kota Bandung",2019,17254,14.19,10.74,74.14,81.62
"2123","Kota Bandung",2020,16887,14.2,10.75,74.28,81.51
"2124","Kota Cirebon",2010,10285,11.7,9.09,71.62,70.74
"2125","Kota Cirebon",2011,10332,12.1,9.31,71.66,71.49
"2126","Kota Cirebon",2012,10369,12.5,9.32,71.7,71.97
"2127","Kota Cirebon",2013,10563,12.58,9.33,71.75,72.27
"2128","Kota Cirebon",2014,10606,12.93,9.53,71.77,72.93
"2129","Kota Cirebon",2015,10732,12.94,9.76,71.79,73.34
"2130","Kota Cirebon",2016,10824,13.07,9.87,71.83,73.7
"2131","Kota Cirebon",2017,11100,13.08,9.88,71.86,74
"2132","Kota Cirebon",2018,11397,13.09,9.89,71.99,74.35
"2133","Kota Cirebon",2019,11930,13.11,9.9,72.13,74.92
"2134","Kota Cirebon",2020,11800,13.12,9.91,72.26,74.89
"2135","Kota Bekasi",2010,14164,12.13,10.07,74.12,76.77
"2136","Kota Bekasi",2011,14187,12.36,10.43,74.13,77.48
"2137","Kota Bekasi",2012,14342,12.43,10.46,74.15,77.71
"2138","Kota Bekasi",2013,14475,13.2,10.49,74.17,78.63
"2139","Kota Bekasi",2014,14558,13.28,10.55,74.18,78.84
"2140","Kota Bekasi",2015,15116,13.36,10.71,74.48,79.63
"2141","Kota Bekasi",2016,15236,13.47,10.78,74.55,79.95
"2142","Kota Bekasi",2017,15378,13.51,10.93,74.63,80.3
"2143","Kota Bekasi",2018,15755,13.76,11.09,74.76,81.04
"2144","Kota Bekasi",2019,16157,13.99,11.1,74.89,81.59
"2145","Kota Bekasi",2020,15776,14,11.16,75.01,81.5
"2146","Kota Depok",2010,13748,12.45,10.06,73.83,76.66
"2147","Kota Depok",2011,13839,12.46,10.22,73.87,76.96
"2148","Kota Depok",2012,14080,12.47,10.32,73.9,77.28
"2149","Kota Depok",2013,14161,13.24,10.43,73.94,78.27
"2150","Kota Depok",2014,14239,13.3,10.58,73.96,78.58
"2151","Kota Depok",2015,14424,13.54,10.71,73.98,79.11
"2152","Kota Depok",2016,14560,13.86,10.76,74.01,79.6
"2153","Kota Depok",2017,14727,13.87,10.84,74.04,79.83
"2154","Kota Depok",2018,15262,13.9,10.85,74.17,80.29
"2155","Kota Depok",2019,15696,13.91,11,74.31,80.82
"2156","Kota Depok",2020,15281,13.92,11.28,74.44,80.97
"2157","Kota Cimahi",2010,10364,12.24,10.33,73.53,73.76
"2158","Kota Cimahi",2011,10428,12.76,10.38,73.54,74.41
"2159","Kota Cimahi",2012,10474,13.23,10.44,73.55,74.99
"2160","Kota Cimahi",2013,10622,13.7,10.66,73.56,75.85
"2161","Kota Cimahi",2014,10681,13.71,10.78,73.56,76.06
"2162","Kota Cimahi",2015,11012,13.73,10.78,73.58,76.42
"2163","Kota Cimahi",2016,11141,13.75,10.89,73.59,76.69
"2164","Kota Cimahi",2017,11353,13.76,10.93,73.61,76.95
"2165","Kota Cimahi",2018,11921,13.77,10.94,73.75,77.56
"2166","Kota Cimahi",2019,12448,13.79,10.95,73.89,78.11
"2167","Kota Cimahi",2020,12025,13.8,10.96,74.03,77.83
"2168","Kota Tasikmalaya",2010,7828,11.85,8.23,70.73,66.58
"2169","Kota Tasikmalaya",2011,7909,12.24,8.28,70.81,67.18
"2170","Kota Tasikmalaya",2012,8013,12.66,8.34,70.87,67.84
"2171","Kota Tasikmalaya",2013,8158,13.11,8.44,70.93,68.63
"2172","Kota Tasikmalaya",2014,8210,13.36,8.51,70.96,69.04
"2173","Kota Tasikmalaya",2015,8785,13.37,8.56,71.26,69.99
"2174","Kota Tasikmalaya",2016,9145,13.4,8.63,71.37,70.58
"2175","Kota Tasikmalaya",2017,9497,13.41,9.03,71.48,71.51
"2176","Kota Tasikmalaya",2018,9855,13.42,9.04,71.7,72.03
"2177","Kota Tasikmalaya",2019,10414,13.44,9.13,71.93,72.84
"2178","Kota Tasikmalaya",2020,10263,13.45,9.33,72.15,73.04
"2179","Kota Banjar",2010,9051,11.9,7.45,69.93,66.81
"2180","Kota Banjar",2011,9121,12.02,7.51,70.03,67.15
"2181","Kota Banjar",2012,9219,12.15,7.58,70.12,67.53
"2182","Kota Banjar",2013,9402,12.29,7.66,70.2,68.01
"2183","Kota Banjar",2014,9439,12.42,7.77,70.24,68.34
"2184","Kota Banjar",2015,9476,12.95,8.06,70.26,69.31
"2185","Kota Banjar",2016,9815,13.18,8.19,70.33,70.09
"2186","Kota Banjar",2017,9987,13.19,8.59,70.39,70.79
"2187","Kota Banjar",2018,10329,13.2,8.6,70.59,71.25
"2188","Kota Banjar",2019,10705,13.22,8.62,70.79,71.75
"2189","Kota Banjar",2020,10535,13.23,8.63,70.99,71.7
"2190","JAWA TENGAH",2010,8992,11.09,6.71,72.73,66.08
"2191","JAWA TENGAH",2011,9296,11.18,6.74,72.91,66.64
"2192","JAWA TENGAH",2012,9497,11.39,6.77,73.09,67.21
"2193","JAWA TENGAH",2013,9618,11.89,6.8,73.28,68.02
"2194","JAWA TENGAH",2014,9640,12.17,6.93,73.88,68.78
"2195","JAWA TENGAH",2015,9930,12.38,7.03,73.96,69.49
"2196","JAWA TENGAH",2016,10153,12.45,7.15,74.02,69.98
"2197","JAWA TENGAH",2017,10377,12.57,7.27,74.08,70.52
"2198","JAWA TENGAH",2018,10777,12.63,7.35,74.18,71.12
"2199","JAWA TENGAH",2019,11102,12.68,7.53,74.23,71.73
"2200","JAWA TENGAH",2020,10930,12.7,7.69,74.37,71.87
"2201","Cilacap",2010,8520,10.56,6.26,72.45,64.18
"2202","Cilacap",2011,8801,10.71,6.27,72.55,64.73
"2203","Cilacap",2012,8969,11.34,6.28,72.65,65.72
"2204","Cilacap",2013,9071,11.98,6.43,72.75,66.8
"2205","Cilacap",2014,9091,12.27,6.48,72.8,67.25
"2206","Cilacap",2015,9351,12.28,6.58,73,67.77
"2207","Cilacap",2016,9677,12.29,6.9,73.11,68.6
"2208","Cilacap",2017,9896,12.3,6.91,73.24,68.9
"2209","Cilacap",2018,10274,12.48,6.92,73.39,69.56
"2210","Cilacap",2019,10639,12.49,6.93,73.52,69.98
"2211","Cilacap",2020,10440,12.5,6.97,73.73,69.95
"2212","Banyumas",2010,8970,11.69,6.82,72.67,66.87
"2213","Banyumas",2011,9241,11.78,6.94,72.74,67.45
"2214","Banyumas",2012,9447,11.95,7.06,72.82,68.06
"2215","Banyumas",2013,9561,12.11,7.18,72.89,68.55
"2216","Banyumas",2014,9580,12.56,7.31,72.92,69.25
"2217","Banyumas",2015,10104,12.57,7.31,73.12,69.89
"2218","Banyumas",2016,10554,12.58,7.39,73.23,70.49
"2219","Banyumas",2017,10713,12.63,7.4,73.33,70.75
"2220","Banyumas",2018,11240,12.64,7.41,73.45,71.3
"2221","Banyumas",2019,11703,12.82,7.42,73.55,71.96
"2222","Banyumas",2020,11448,12.85,7.52,73.72,71.98
"2223","Purbalingga",2010,7930,10.71,6.22,72.56,63.61
"2224","Purbalingga",2011,8228,10.84,6.33,72.63,64.33
"2225","Purbalingga",2012,8450,10.98,6.44,72.69,64.94
"2226","Purbalingga",2013,8535,11.1,6.68,72.76,65.53
"2227","Purbalingga",2014,8539,11.51,6.84,72.8,66.23
"2228","Purbalingga",2015,8938,11.78,6.85,72.81,67.03
"2229","Purbalingga",2016,9159,11.93,6.86,72.86,67.48
"2230","Purbalingga",2017,9340,11.94,6.87,72.91,67.72
"2231","Purbalingga",2018,9786,11.95,7,72.98,68.41
"2232","Purbalingga",2019,10131,11.98,7.14,73.02,68.99
"2233","Purbalingga",2020,9914,11.99,7.24,73.14,68.97
"2234","Banjarnegara",2010,6931,9.72,5.84,73.09,60.7
"2235","Banjarnegara",2011,7362,9.9,5.84,73.17,61.58
"2236","Banjarnegara",2012,7570,10.22,5.85,73.25,62.29
"2237","Banjarnegara",2013,7654,10.53,5.86,73.34,62.84
"2238","Banjarnegara",2014,7684,10.7,5.9,73.39,63.15
"2239","Banjarnegara",2015,7930,11.39,6.17,73.59,64.73
"2240","Banjarnegara",2016,8400,11.4,6.26,73.69,65.52
"2241","Banjarnegara",2017,8630,11.41,6.27,73.79,65.86
"2242","Banjarnegara",2018,9160,11.42,6.28,73.91,66.54
"2243","Banjarnegara",2019,9547,11.45,6.5,74.01,67.34
"2244","Banjarnegara",2020,9263,11.46,6.74,74.18,67.45
"2245","Kebumen",2010,7368,11.04,6.21,72.24,63.08
"2246","Kebumen",2011,7457,11.65,6.29,72.36,64.05
"2247","Kebumen",2012,7638,11.74,6.3,72.49,64.47
"2248","Kebumen",2013,7730,11.83,6.39,72.61,64.86
"2249","Kebumen",2014,7755,12.07,6.75,72.67,65.67
"2250","Kebumen",2015,8008,12.49,7.04,72.77,66.87
"2251","Kebumen",2016,8276,12.61,7.05,72.87,67.41
"2252","Kebumen",2017,8446,12.9,7.29,72.98,68.29
"2253","Kebumen",2018,8757,12.91,7.34,73.11,68.8
"2254","Kebumen",2019,9066,13.04,7.53,73.22,69.6
"2255","Kebumen",2020,8901,13.34,7.54,73.4,69.81
"2256","Purworejo",2010,8619,12.26,7.39,73.45,68.16
"2257","Purworejo",2011,8921,12.69,7.45,73.56,69.11
"2258","Purworejo",2012,9022,12.74,7.51,73.66,69.4
"2259","Purworejo",2013,9155,12.83,7.57,73.77,69.77
"2260","Purworejo",2014,9189,13.03,7.63,73.83,70.12
"2261","Purworejo",2015,9305,13.04,7.65,74.03,70.37
"2262","Purworejo",2016,9497,13.05,7.66,74.14,70.66
"2263","Purworejo",2017,9601,13.47,7.69,74.26,71.31
"2264","Purworejo",2018,10048,13.48,7.7,74.4,71.87
"2265","Purworejo",2019,10342,13.49,7.91,74.52,72.5
"2266","Purworejo",2020,10163,13.5,8.12,74.72,72.68
"2267","Wonosobo",2010,9032,9.96,5.81,70.37,62.5
"2268","Wonosobo",2011,9275,10.09,5.87,70.5,63.07
"2269","Wonosobo",2012,9404,10.83,5.9,70.63,64.18
"2270","Wonosobo",2013,9458,11.03,5.92,70.76,64.57
"2271","Wonosobo",2014,9491,11.34,6.07,70.82,65.2
"2272","Wonosobo",2015,9736,11.43,6.11,71.02,65.7
"2273","Wonosobo",2016,9877,11.67,6.12,71.16,66.19
"2274","Wonosobo",2017,9969,11.68,6.51,71.3,66.89
"2275","Wonosobo",2018,10503,11.69,6.75,71.46,67.81
"2276","Wonosobo",2019,10871,11.74,6.76,71.6,68.27
"2277","Wonosobo",2020,10621,11.75,6.81,71.82,68.22
"2278","Magelang",2010,7233,10.82,6.46,73,63.28
"2279","Magelang",2011,7458,10.96,6.73,73.07,64.16
"2280","Magelang",2012,7690,11.08,6.8,73.14,64.75
"2281","Magelang",2013,7856,11.76,6.88,73.21,65.86
"2282","Magelang",2014,7877,12,7.02,73.25,66.35
"2283","Magelang",2015,8182,12.14,7.19,73.27,67.13
"2284","Magelang",2016,8501,12.15,7.4,73.33,67.85
"2285","Magelang",2017,8627,12.47,7.41,73.39,68.39
"2286","Magelang",2018,9025,12.48,7.57,73.47,69.11
"2287","Magelang",2019,9387,12.53,7.77,73.56,69.87
"2288","Magelang",2020,9301,12.54,7.78,73.72,69.87
"2289","Boyolali",2010,10840,11.11,6.5,75.41,68.76
"2290","Boyolali",2011,11147,11.15,6.53,75.46,69.14
"2291","Boyolali",2012,11381,11.24,6.55,75.52,69.51
"2292","Boyolali",2013,11490,11.33,6.61,75.58,69.81
"2293","Boyolali",2014,11504,11.65,6.69,75.61,70.34
"2294","Boyolali",2015,11806,12.13,7.1,75.63,71.74
"2295","Boyolali",2016,12192,12.14,7.17,75.67,72.18
"2296","Boyolali",2017,12262,12.15,7.44,75.72,72.64
"2297","Boyolali",2018,12758,12.16,7.55,75.79,73.22
"2298","Boyolali",2019,13079,12.43,7.56,75.83,73.8
"2299","Boyolali",2020,12910,12.56,7.84,75.95,74.25
"2300","Klaten",2010,10333,11.89,7.33,76.37,70.76
"2301","Klaten",2011,10593,11.97,7.35,76.42,71.16
"2302","Klaten",2012,10858,12.12,7.43,76.47,71.71
"2303","Klaten",2013,10962,12.27,7.74,76.52,72.42
"2304","Klaten",2014,10965,12.74,7.92,76.54,73.19
"2305","Klaten",2015,11178,12.84,8.16,76.55,73.81
"2306","Klaten",2016,11227,12.85,8.22,76.59,73.97
"2307","Klaten",2017,11369,12.97,8.23,76.62,74.25
"2308","Klaten",2018,11738,13.13,8.24,76.67,74.79
"2309","Klaten",2019,12074,13.24,8.31,76.68,75.29
"2310","Klaten",2020,11921,13.25,8.58,76.78,75.56
"2311","Sukoharjo",2010,9639,12.43,7.66,77.37,71.53
"2312","Sukoharjo",2011,9922,12.55,7.94,77.4,72.34
"2313","Sukoharjo",2012,10112,12.61,8.09,77.42,72.81
"2314","Sukoharjo",2013,10247,12.66,8.25,77.44,73.22
"2315","Sukoharjo",2014,10264,12.96,8.41,77.45,73.76
"2316","Sukoharjo",2015,10416,13.42,8.5,77.46,74.53
"2317","Sukoharjo",2016,10452,13.79,8.58,77.46,75.06
"2318","Sukoharjo",2017,10765,13.8,8.71,77.49,75.56
"2319","Sukoharjo",2018,11100,13.81,8.84,77.54,76.07
"2320","Sukoharjo",2019,11557,13.82,9.1,77.55,76.84
"2321","Sukoharjo",2020,11325,13.83,9.34,77.65,76.98
"2322","Wonogiri",2010,7557,11.15,5.58,75.58,63.9
"2323","Wonogiri",2011,7928,11.31,5.66,75.65,64.75
"2324","Wonogiri",2012,8133,11.47,6.03,75.72,65.75
"2325","Wonogiri",2013,8235,11.77,6.12,75.8,66.4
"2326","Wonogiri",2014,8249,11.94,6.23,75.84,66.77
"2327","Wonogiri",2015,8417,12.42,6.39,75.86,67.76
"2328","Wonogiri",2016,8589,12.43,6.57,75.88,68.23
"2329","Wonogiri",2017,8765,12.44,6.68,76,68.66
"2330","Wonogiri",2018,9117,12.45,6.88,76.05,69.37
"2331","Wonogiri",2019,9426,12.48,7.04,76.07,69.98
"2332","Wonogiri",2020,9286,12.49,7.33,76.16,70.25
"2333","Karanganyar",2010,9712,12.03,7.26,76.61,70.31
"2334","Karanganyar",2011,10023,12.11,7.46,76.64,71
"2335","Karanganyar",2012,10191,12.67,7.8,76.67,72.26
"2336","Karanganyar",2013,10286,12.86,8.38,76.7,73.33
"2337","Karanganyar",2014,10313,13.26,8.47,76.71,73.89
"2338","Karanganyar",2015,10486,13.27,8.48,77.11,74.26
"2339","Karanganyar",2016,10722,13.64,8.49,77.11,74.9
"2340","Karanganyar",2017,10933,13.65,8.5,77.31,75.22
"2341","Karanganyar",2018,11223,13.66,8.51,77.36,75.54
"2342","Karanganyar",2019,11569,13.67,8.52,77.38,75.89
"2343","Karanganyar",2020,11428,13.68,8.56,77.47,75.86
"2344","Sragen",2010,10164,11.16,6.24,75.05,67.67
"2345","Sragen",2011,10509,11.21,6.26,75.13,68.12
"2346","Sragen",2012,10698,11.68,6.28,75.2,68.91
"2347","Sragen",2013,10857,11.92,6.69,75.27,69.95
"2348","Sragen",2014,10876,12.19,6.85,75.31,70.52
"2349","Sragen",2015,11434,12.21,6.86,75.41,71.1
"2350","Sragen",2016,11688,12.3,6.87,75.43,71.43
"2351","Sragen",2017,12041,12.64,7.04,75.55,72.4
"2352","Sragen",2018,12391,12.65,7.22,75.6,72.96
"2353","Sragen",2019,12720,12.69,7.34,75.62,73.43
"2354","Sragen",2020,12589,12.83,7.65,75.71,73.95
"2355","Grobogan",2010,8674,10.44,6.13,73.8,64.56
"2356","Grobogan",2011,8961,10.79,6.18,73.87,65.41
"2357","Grobogan",2012,9208,11.3,6.23,73.95,66.39
"2358","Grobogan",2013,9284,12.06,6.25,74.03,67.43
"2359","Grobogan",2014,9303,12.24,6.32,74.07,67.77
"2360","Grobogan",2015,9457,12.25,6.33,74.27,68.05
"2361","Grobogan",2016,9487,12.26,6.62,74.37,68.52
"2362","Grobogan",2017,9716,12.27,6.66,74.46,68.87
"2363","Grobogan",2018,10097,12.28,6.67,74.55,69.32
"2364","Grobogan",2019,10350,12.29,6.86,74.61,69.86
"2365","Grobogan",2020,10221,12.3,6.91,74.75,69.87
"2366","Blora",2010,7966,10.75,5.48,73.51,63.02
"2367","Blora",2011,8246,10.79,5.77,73.6,63.88
"2368","Blora",2012,8448,11.16,5.83,73.7,64.7
"2369","Blora",2013,8540,11.53,5.9,73.79,65.37
"2370","Blora",2014,8568,11.75,6.02,73.84,65.84
"2371","Blora",2015,8699,11.91,6.04,73.85,66.22
"2372","Blora",2016,8846,11.92,6.18,73.88,66.61
"2373","Blora",2017,9065,12.13,6.45,73.99,67.52
"2374","Blora",2018,9385,12.14,6.46,74.12,67.95
"2375","Blora",2019,9795,12.19,6.58,74.23,68.65
"2376","Blora",2020,9571,12.2,6.83,74.41,68.84
"2377","Rembang",2010,8389,10.6,6.15,73.97,64.53
"2378","Rembang",2011,8705,10.81,6.28,74.03,65.36
"2379","Rembang",2012,8882,11.02,6.41,74.09,66.03
"2380","Rembang",2013,8994,11.24,6.7,74.16,66.84
"2381","Rembang",2014,9013,11.46,6.9,74.19,67.4
"2382","Rembang",2015,9122,12.02,6.92,74.22,68.18
"2383","Rembang",2016,9453,12.03,6.93,74.27,68.6
"2384","Rembang",2017,9736,12.04,6.94,74.32,68.95
"2385","Rembang",2018,10191,12.05,6.95,74.39,69.46
"2386","Rembang",2019,10551,12.1,7.15,74.43,70.15
"2387","Rembang",2020,10328,12.11,7.16,74.55,70.02
"2388","Pati",2010,8541,10.63,6.08,75.23,65.13
"2389","Pati",2011,8828,10.77,6.11,75.29,65.71
"2390","Pati",2012,8997,10.9,6.15,75.34,66.13
"2391","Pati",2013,9088,10.93,6.27,75.4,66.47
"2392","Pati",2014,9106,11.24,6.35,75.43,66.99
"2393","Pati",2015,9380,11.79,6.71,75.63,68.51
